r_init,z_init,q_max
0.0003233718176547471,-0.0038199370670755762,0.8
0.006136404671882565,0.006070735869802797,0.65
0.002939646705561464,0.006023747033870136,0.65
-0.002404613026272727,-0.0044766125409156894,0.76
-0.003171952649449886,-0.0016970395363581116,0.88
-0.0030122015092991653,0.002950897131795368,0.84
-0.0013349069598396057,-0.004893558689038371,0.73
0.002109384375834392,-0.005515730486703441,0.6900000000000001
0.00845226862634784,-0.004072386381211726,0.78
-0.005865394374445369,-0.004844657346086684,0.73
0.008086437683951654,-0.003104441311435191,0.8300000000000001
-0.007566284420268953,-0.006837300218287685,0.59
-0.0031426286956300143,8.925022859904413e-05,0.9
-0.000918590775763119,-0.006804919558169722,0.59
-0.0005970415054093094,0.005401450245378701,0.7000000000000001
-0.005966263697507968,0.0010813968679580397,0.89
-0.005149684446884031,0.0017066149622756007,0.88
0.0071275115036042,-0.005099426633305244,0.72
0.003334434167619643,-0.003080630014082729,0.8300000000000001
0.004838950886146333,0.004650233329173731,0.75
0.0007765415132328975,-0.00401724825916413,0.78
0.0010037759638940897,0.006614383589219903,0.6
0.0012952219943229391,-0.004016386202449478,0.78
-0.0009205014772145446,0.0004243906674110962,0.9
-0.005235566027283577,-0.006429062610060853,0.64
0.0011594794283598716,0.004672157992167994,0.74
0.006176191440443551,0.003892138988322626,0.79
-6.136781233474255e-05,-0.0034179703605466466,0.8200000000000001
-0.00858278752252591,0.0061055594538359905,0.64
0.004430192627516838,-0.0007939193140986053,0.9
-0.0037211937525894606,0.0031546659120462823,0.8300000000000001
0.009446295265020124,-0.001669039630820015,0.88
0.009251728611259284,0.00035657238241176576,0.9
0.006521712324165655,-0.001535018976759046,0.89
3.680082458302342e-05,-0.002965596158871429,0.84
0.009455661030098594,0.0020958806617894293,0.87
0.0072181891820532786,0.006437801628107348,0.64
0.0005094127674058046,-0.0037405772645060504,0.8
-0.0076914907554090604,0.004371147218364205,0.76
-0.001332430582945852,0.0005139393025824961,0.9
-0.006624994091340992,-0.0005454165502959468,0.9
-0.009110982351363886,-0.003421175619126641,0.8200000000000001
0.0033659352549292604,-0.0006349403593238698,0.9
-0.002306277782973584,0.004829961701791734,0.73
-0.00587136748584138,-0.001307242116098021,0.89
-0.008969327523892345,-0.006457914129816258,0.64
-0.005636067347375281,-0.002384721062907951,0.86
-0.006916345863123256,0.0052928873031074805,0.7000000000000001
-0.0006984602934726938,0.0026262729157549543,0.85
0.0025078720312660223,-0.005388743868088745,0.7000000000000001
-0.008032906040620917,0.0003121173356687573,0.9
0.004442042243229695,-0.001306458843925151,0.89
0.007858617911664322,0.000814992178423366,0.9
-0.0011462450805866196,-0.0005652190866283118,0.9
-0.0017472447858236928,-0.004067901702302659,0.78
-0.003914545053368266,0.004902005514225877,0.73
0.008375872622883297,-0.0018646682484191194,0.88
-0.001122850071684495,-0.0020282839028818115,0.87
-0.004218301372655488,-0.005704122382118617,0.67
0.0010387496708748212,-0.006766844845635699,0.59
0.0009301858287870095,0.004302788331281531,0.77
-0.0059731610332316625,-0.006591435868020918,0.61
-0.005602691882848519,-0.0017813946992227443,0.88
-0.003044434993632575,-0.002134380578697877,0.87
-0.006509257529445915,-0.002800075431900459,0.84
-0.006453317906266664,0.00038641087976073844,0.9
0.005144227963014208,-0.0050325770367509945,0.72
-0.00045051995946192476,-0.004092673725438809,0.78
0.0014967964208113874,0.005859626865539229,0.66
0.0005023398163955355,0.0008848851133776035,0.9
-0.009405659061934,0.004105065281686043,0.78
-0.0009718149180622856,0.002728264325453725,0.85
-0.004100094400938821,-0.0024046878799004433,0.86
-0.003889518870505219,0.0067991761664861336,0.59
-0.0003137708222715179,-0.0013524691979410535,0.89
-0.002634883813283432,-0.004640115238326678,0.75
0.005203859523114678,0.0049071060980516645,0.73
0.007582532336272381,-0.0013871590221304865,0.89
0.007003692912783167,0.005613636828113117,0.68
-0.006853213700084298,0.00341170819329555,0.8200000000000001
-0.00980161012430286,0.006666085124563158,0.6
0.004049564429188758,-0.0012705419909891883,0.89
0.003767291494311773,0.00674223530044179,0.59
0.007399927148618736,0.0005372062032540075,0.9
0.0025697803766211794,-0.0005896227788340517,0.9
0.007693773514843419,0.0012874075029682382,0.89
0.009319387428657084,0.0027251471076308346,0.85
-0.008485983240191142,-0.0015324574061773549,0.89
-5.3331522549758884e-05,0.006483106238019392,0.64
-0.002504885709499103,1.428977903441403e-05,0.9
0.00885325633866766,-0.0001682549213180718,0.9
-0.0011342836293516574,0.002041680686099559,0.87
-0.0013802856152039904,0.003232985622702877,0.8200000000000001
0.0056110457551953215,0.002115757011515662,0.87
0.005310653737418847,-0.006544724753732936,0.61
-0.0016202754060449971,-0.005066861225346138,0.72
0.0004650774253058508,0.006124536872696877,0.64
0.004140389993163771,-0.0033017086209769218,0.8200000000000001
0.009214529295243922,-0.004587120823548149,0.75
-0.002268368422833733,0.0026254736662392605,0.85
-0.0012582071653022189,-0.0028622999305511565,0.84
-0.008216072046532165,0.001544322796610916,0.88
0.007105851529034493,-0.0009411258096123287,0.9
0.007810110800828357,0.005472279984359328,0.6900000000000001
-0.0010361193574834685,0.005620531603275661,0.68
-0.0024777809092640327,-0.006664401932780035,0.6
-0.009337133364704082,0.004966923060091486,0.73
0.001977460375895454,0.003648931590420558,0.8
-0.0086275187741874,0.0033730363087387727,0.8200000000000001
0.0036380761618909387,0.006826668830104556,0.59
0.002526560045254568,0.005204971948995854,0.71
-0.005364574542432404,-0.00025695486705126,0.9
-0.0032397553290940883,0.0029462274842338666,0.84
0.0019048520307176492,-0.0023008048491227843,0.86
-0.006474720909545637,0.001723828828797143,0.88
-0.0061489063089103305,-0.0028149375412198597,0.84
0.0032457886345421284,-0.005267460930396301,0.71
-0.0031096554160659224,0.006987542650362337,0.5700000000000001
0.0061512504095297925,0.004031501950140583,0.78
0.0017509974575965637,0.00027055684248880867,0.9
0.009218196730570095,0.0009752301545968055,0.9
-0.0035051803680519987,0.0052145436809067506,0.71
-0.006317282660586339,-0.0032861123607650145,0.8200000000000001
-0.005119573352895065,0.0005311374559658476,0.9
-0.008282489043119182,0.006477488981608507,0.64
0.0024395803284591646,-1.7686406406558844e-05,0.9
-0.001908504032089902,-0.0034267634194204864,0.8200000000000001
0.0051742563209085084,0.002384437414926871,0.86
0.008042825220112168,0.0014022936170986306,0.89
0.007275781741977648,-0.003573637633504598,0.81
-0.007969778391292514,-0.0022474072748741017,0.86
0.0022260653305218835,-0.00188387910877946,0.88
-0.007314430331948816,0.002628753760945366,0.85
-0.008798297918609557,0.001910690736749509,0.88
0.00967013357902649,0.004131373960847955,0.78
-0.005078501475061768,-0.00023073281354925833,0.9
-0.0051121347080468294,-0.000389463503594519,0.9
0.008521481528921158,-0.0028620666390155687,0.84
-0.004035176495290294,0.005102617108829117,0.72
0.0045271104634320315,-0.006914236732965597,0.58
-0.005251281070831824,0.0007550873143826213,0.9
-0.003306658029115267,0.0021302827268560335,0.87
-0.004862520407164574,-0.003350751661146421,0.8200000000000001
-0.002300052122929847,0.0011926643022535871,0.89
-0.008418769071516306,0.0024049589325415574,0.86
0.006580152609331872,-0.0032629792105930582,0.8200000000000001
0.008482259078108866,-0.006057207400536379,0.65
0.008248512489198417,0.005893619275326179,0.66
-0.0057548815193768765,0.001264235165239362,0.89
0.005696823142895253,0.0013882142370387667,0.89
0.00017098988396874355,0.006507357466315525,0.64
-0.001653192046699923,0.002634269323140168,0.85
-0.0075130334767590885,-0.0017613692050479132,0.88
-0.00142583262289985,-0.0005445220892652007,0.9
-0.002129099806290078,-0.0063381188702109886,0.64
0.007572797306700817,-0.004482754372738795,0.76
-0.0021725834470546473,-0.0034199955334200563,0.8200000000000001
-0.0024106697124760016,0.003492762020770459,0.81
0.008688056011720038,0.0042568007081511304,0.77
0.007981658453496087,9.997094748958116e-06,0.9
-0.0010583609082710239,-0.006147420313461199,0.64
-0.002599863726826042,-0.0025439445738976137,0.85
0.0011649666900026123,0.0008448646705848913,0.9
0.008146598686389086,0.005046801478585596,0.72
0.0025639567982606026,-0.006893641180519296,0.58
-0.00507750510258246,-0.0021824833980925726,0.87
0.006518749201801857,-0.0033787295604813727,0.8200000000000001
0.005729251224217507,0.0006105658052215617,0.9
0.004980674589157852,0.005092400881335974,0.72
0.003389094071658702,0.004919054042423178,0.73
-0.008513696638629683,0.0005788350646497974,0.9
0.006351441571773642,0.0012613664705224984,0.89
0.007712592589710826,0.00017447150314541231,0.9
-0.0011936918222500027,0.0019052641753704554,0.88
0.009775135459760016,-0.0043275968657175996,0.77
0.00047832808027811584,-0.00619059146490934,0.64
0.009712044311482562,0.005590048025951629,0.68
-0.008794836483869091,0.0026371616739088886,0.85
0.0066104232903646636,0.006784979429117787,0.59
0.00015602041203998523,-0.002873737122035364,0.84
-0.008075461178054494,0.0011530673404277292,0.89
-0.0038199928610558927,0.005060646974446386,0.72
-0.0018803701167827893,0.0026968163835617313,0.85
-0.0068744965275545945,-0.0008512332209067094,0.9
0.008159283302683343,-0.004978858607661129,0.72
-0.007527489350559762,-0.004939296468004959,0.73
-0.003434683392993014,0.0029988566321360035,0.84
0.003873260520276421,-0.0023420010863208053,0.86
0.001962765822307198,0.006928251292732625,0.58
0.008441555469777252,0.0012513569772584368,0.89
0.007190970139790757,0.005390382943562183,0.7000000000000001
-0.0028065168471357958,0.006430693478245525,0.64
0.007194157976094146,-0.00013423403395143238,0.9
-0.00840097437967828,0.0029267497696818757,0.84
-0.008287334079246072,-0.0009864039672020332,0.9
0.008731336599586626,-0.006953547156805724,0.58
