r_init,z_init,q_max
0.005512256009455236,-0.00023177738643012907,17.3
0.008480967297766524,-0.003976033159635127,2.2
0.007337666466801253,-0.002520340558984882,5.2
0.0026576098157712912,-0.0005145279544504933,17.3
0.005605446549329477,0.0042732396612602625,3.5
0.005486354547802517,-0.0014242281732910825,13.4
0.004191143802352266,-0.004145309702227685,3.6
0.005766156749399783,-0.001332774348655026,14.100000000000001
0.007756734452327606,0.00042909337436482144,17.3
0.009707106061534434,0.0025935985388623245,0.0
0.00149528492446275,0.002082641214507827,9.700000000000001
0.005270511893686909,0.006827268006151652,0.0
0.005887713039569349,0.003066844654738104,6.2
0.008888652834148317,0.0017520540424739725,1.4000000000000001
0.0017012005344549433,-0.004368378512643554,3.2
0.008587664901811759,0.005947696137861548,0.0
0.003935050745867159,-0.0036616994645488244,4.5
0.0028269840417289747,0.0007909105925187083,17.3
0.004360503264913759,-0.002562569663793447,7.6000000000000005
0.007350524374459868,0.0060322395504024085,0.0
0.0030916434896457023,-0.0019489757323914222,10.200000000000001
0.003705995029849436,-0.00133870497887766,14.100000000000001
0.006823221681106776,-0.0032826412224111184,5.4
0.007971628502218435,0.002511858214985713,3.3000000000000003
0.00644779983502074,0.001869255849035102,10.8
0.008279388706430307,0.0023774876049363807,2.6
0.0007684663863759882,0.006667219282223333,0.0
0.0014428525807419089,-0.0022366066468139847,8.9
0.002444653084614835,-0.001921083292908552,10.3
0.0072564024249465375,-0.0058227185787946695,0.0
0.0076273858004674,-0.0039172472438783,4.0
0.007612698444352945,-0.006427326150738969,0.0
0.006107306303291424,-0.005003420570281244,2.2
0.002427929270435204,-0.0062862687169143025,0.0
0.009783318353137446,0.005010990847897904,0.0
0.009273211907455229,-0.004399621863014,0.0
5.4188452652396255e-05,-0.006018665454513172,0.0
0.005069076609363658,0.006428368378295001,0.0
0.0024557523202496127,0.0011810391965945523,15.700000000000001
0.0005496475901674999,0.0009614706516868641,17.3
0.006961421614623117,-0.0010005646257372153,17.3
0.006036249874242438,0.005730577459811869,1.3
0.006964821521000769,-0.00677316513665622,0.0
0.006060792244924348,-0.004301682289231003,3.3000000000000003
0.006999321078315874,0.0020449261866079442,6.9
0.0017214221743591615,-0.005763854412478467,1.2000000000000002
0.001738513502039915,0.0014493876466310429,13.4
0.000882143689045779,0.0016064750781867683,12.4
0.004498114683578708,0.006343244560593444,0.0
0.004892057272759325,-0.004088207126540262,3.7
0.00385690721138425,-0.0019237189262598844,10.3
0.003292559079880464,-0.00487003754681313,2.4000000000000004
0.008709478402042758,-0.0011783497664716773,15.5
0.009719837380807539,0.004336837307923156,0.0
0.006064135487192175,0.0003881078485155117,17.3
0.0035432220592338283,0.0053106083162423505,1.9000000000000001
0.0075085426060062625,0.0033627017741172825,4.6000000000000005
0.006886329856616758,0.0061670156406656166,0.0
0.008754496340844216,0.002682202999911321,1.7000000000000002
0.006042949252701722,0.00046516667491340157,17.3
0.0029932425467641983,-0.0063975139904844545,0.0
0.008772081038337348,0.002631123649907199,1.6
0.001254087888587016,-0.004852022140584925,2.4000000000000004
0.0048287440909280084,0.00600675622740113,0.0
0.007356804053473544,0.004257096998310989,3.5
0.00522351796199899,-0.0061670129443101435,0.0
0.0015940244943138677,-0.006427224758489091,0.0
0.008619015402600266,-0.0039495281359692574,1.9000000000000001
0.007520172633308566,-0.005221646901505655,1.9000000000000001
0.003139649130695681,0.005314194122752319,1.9000000000000001
0.0064916391257585325,-0.0010974015439074976,16.3
0.00936806961547095,-0.002397678480068016,0.0
0.0059056396050461675,0.0021829502247038652,9.3
0.0011880028249324896,0.000994477380047658,17.3
0.0014551097854434809,0.001488038110989351,13.200000000000001
0.0026135451799054626,0.006843623148487945,0.0
0.001743071119568551,0.0023615982955793287,8.5
0.005086461569508869,0.0021371374927523683,9.5
0.009045823099643493,-0.0008883612157235881,17.3
0.0029020915348751336,-0.0018210972990875193,10.9
0.004048321584358298,-0.0026943174110153068,7.1000000000000005
0.0014261322722901458,0.002895049691313825,6.7
0.008909524989407823,0.005010590714939862,1.4000000000000001
0.004534613192452515,0.0030312410238694477,6.300000000000001
0.0052346011591507206,-0.002726390106212037,7.0
0.005214328767186087,-0.0008535106292442635,17.3
0.0012373307827020306,0.00013168411801092045,17.3
0.000646327976216725,-0.0038223145726510644,4.2
0.006356534718885841,-0.0027927815962735924,6.800000000000001
0.00037776255543215,0.0009925886017321311,17.3
0.003448498108832595,0.0038324342880341625,4.3
0.009614363103204475,0.005733571863070248,0.0
0.004020476387920688,0.0018292627284947618,11.0
0.0016147175721141944,-0.004419989962152165,3.1
0.004801410411849559,0.0060675137706059845,0.0
0.004725438376574056,0.00039708125941661024,17.3
0.004607042807143292,0.0017987512294825913,11.200000000000001
0.0028975072077000196,0.004305416765640201,3.4000000000000004
0.009015754117154207,-0.0056438242787900045,1.2000000000000002
