r_init,z_init,q_min,q_max
0.008048563322912887,0.006648705377002362,0.0,0.30000000000000004
0.0024334643609800347,-0.004980767406611021,0.0,2.3000000000000003
0.005315274139291236,-0.0011622988424417153,0.0,15.700000000000001
0.0056773454406876,0.0006759691642143316,0.0,18.0
0.006609791811319917,-0.00604487334002294,0.0,0.9
0.006060599075651518,0.0011290438582257584,0.0,16.1
0.0018143974911052816,0.00331756144506683,0.0,5.4
0.006237371001650932,-0.001313884925004909,0.0,14.4
0.007106563522562499,0.0035993928336193687,0.0,4.800000000000001
0.0009669545308621014,0.006138422676684991,0.0,0.8
0.002177167057087804,0.0011352117806519195,0.0,16.0
0.007892611638815075,0.001737222530526032,0.0,3.5
0.0024640155200909733,-0.004206176011160485,0.0,3.5
0.004390700446003665,0.003955066398219065,0.0,4.0
0.005169474471072313,0.0030883909104869713,0.0,6.0
0.0025244167241494143,-0.0009598644296246401,0.0,17.900000000000002
0.002106147326660363,-0.0012438838957438154,0.0,15.0
0.009043446998791584,-0.003700167429926157,0.0,1.2000000000000002
0.0019591348167426704,0.0015962616966011456,0.0,12.3
0.009714512958742521,-0.0029678343832485335,0.0,0.2
0.0022504019988197964,-0.0048273409581058345,0.0,2.5
0.003478582729780027,0.0054931453285121295,0.0,1.6
0.007295121674369533,0.0034362189527099426,0.0,5.1000000000000005
0.008312039540903208,0.0063569540128727555,0.0,0.6000000000000001
0.0018282029293952607,0.0036558119631483347,0.0,4.6000000000000005
0.0018844734590434888,-0.005782832990911059,0.0,1.2000000000000002
0.002936163435992607,0.005837039559901167,0.0,1.1
0.009241933572366755,-0.0023363215729660146,0.0,0.9
0.0028997178926328383,0.00025183743606351037,0.0,18.0
0.00013423209012309917,0.0018984397305916315,0.0,10.5
0.0037372512366291143,0.000943890088696238,0.0,18.0
0.009169291157948425,-0.0034094671448833876,0.0,1.0
0.00497813388145455,0.006168618926456647,0.0,0.8
0.0034534548276980485,0.004291290794149398,0.0,3.4000000000000004
0.00417137146690571,0.0061487087377571975,0.0,0.8
0.00458791065336754,-0.005354948176903388,0.0,1.7000000000000002
0.0016015158065327136,-0.003664586328214951,0.0,4.6000000000000005
0.00490975242925403,0.0066984625340046925,0.0,0.2
0.009638429445873203,-0.0035869100408305633,0.0,0.30000000000000004
0.003204331220683042,-0.004059681366308623,0.0,3.8000000000000003
0.007472415549945649,-0.005994305863952934,0.0,1.0
0.003320481991847084,0.006927185106777463,0.0,0.0
0.007013137305385257,0.00491611821908933,0.0,2.4000000000000004
0.008927934988860577,-0.0033559374398752255,0.0,1.4000000000000001
0.008228562765627103,-0.000674835677615367,0.0,18.0
0.004898680658344212,0.004082029479872579,0.0,3.8000000000000003
0.006399065642630289,0.005651591644614827,0.0,1.4000000000000001
0.00781330525209478,0.0013474550313716102,0.0,14.100000000000001
0.00741147391359203,0.0038555544123696226,0.0,4.2
0.006995578421965304,-0.0029488750820830132,0.0,6.4
0.004504176184752389,-0.0019548064016432264,0.0,10.3
0.003488983031512659,-0.004358126940000991,0.0,3.3000000000000003
0.0032071547042629212,-0.0014553519086930103,0.0,13.3
0.005911788942042283,0.0004810366701695932,0.0,18.0
0.0014618794664528363,0.0034814525899351115,0.0,5.0
0.006404229076921213,-0.0007108375368968436,0.0,18.0
0.004712480957390045,-0.00473762373954229,0.0,2.6
0.006072688744808852,-0.0059618108882848915,0.0,1.0
0.0024678748755665044,0.004745752491168883,0.0,2.6
0.002422153680896638,0.002398194271346116,0.0,8.3
0.001045135196892339,0.004217334324410962,0.0,3.5
0.0003239075958294854,0.00031697858532056446,0.0,18.0
0.004761235381380469,-0.006606127408614993,0.0,0.30000000000000004
0.0011900254112203414,0.0020453856281096644,0.0,9.8
0.0011555802705227138,0.003970112819981477,0.0,4.0
0.0014086559575764645,0.003239589635779667,0.0,5.6000000000000005
0.004127521049520806,-0.003988436407938169,0.0,3.9000000000000004
0.005872114707416692,-0.0018662768060363202,0.0,10.700000000000001
0.00434186599567843,0.0005820332074338739,0.0,18.0
0.0032282486287904663,0.004689357571807798,0.0,2.7
0.0009410568407989331,-0.005974984157310868,0.0,1.0
0.00010544459770822756,0.005285337415651,0.0,1.8
0.00068713296929733,-0.006752288158934598,0.0,0.2
0.005595488363496725,-0.002347450689332513,0.0,8.5
0.001377824729045236,-1.7070512928781152e-05,0.0,18.1
0.001482842664566208,-0.0018258767196834627,0.0,10.9
0.004334792673960759,-0.006031702938496318,0.0,0.9
0.0059840285661155145,0.0018825562780768077,0.0,10.600000000000001
0.009174812391264265,-0.005313174673704786,0.0,1.0
0.006542161115956707,0.00444526911931853,0.0,3.1
0.00012150047241275582,-0.002681559945244742,0.0,7.300000000000001
0.004249468766097083,-0.0018687935304715466,0.0,10.700000000000001
0.005722446676280507,-0.004196945302478336,0.0,3.5
0.003041143568756899,-0.001566355994421089,0.0,12.5
0.002745799357590558,0.00042705460836510705,0.0,18.0
0.003698279836144108,-0.006844790435048366,0.0,0.1
0.00836123038802246,-0.0029355799039716595,0.0,2.4000000000000004
0.0019357475321962567,0.0018046044375461577,0.0,11.100000000000001
0.008188689796921372,-0.001811180787456429,0.0,2.8000000000000003
0.0006725630001102657,-0.004629508617300892,0.0,2.8000000000000003
0.007428689912848364,0.0007433674161018092,0.0,18.0
0.008563252365336144,-0.004953598541120069,0.0,2.0
0.009698352461666958,0.0009287060624918004,0.0,18.0
0.0009507136401187498,0.0034493617583118428,0.0,5.1000000000000005
0.008954993396087843,-0.002668753248615996,0.0,1.3
0.009163303923014971,0.001532360095090098,0.0,1.0
0.0023158569714799874,-0.005101562680078154,0.0,2.1
0.009762383092337488,0.005869795299882157,0.0,0.1
0.007516282998683445,-0.003072144358066597,0.0,4.6000000000000005
0.008388450873980022,-0.006794484036218816,0.0,0.1
0.004027833636046087,-0.004222786664667586,0.0,3.5
0.00683824304155955,-0.0041413773530317765,0.0,3.6
